,stars,review_body,review_title,language,product_category,opinion
259,4,"Fonctionne bien, fait le boulot dommage que ce soit un peu cher, mais bon le proverbe dit que la sécurité n'a pas de prix !",Important pour une sécurité minimale,fr,home_improvement,satisfied
1268,5,"J’adore cette coque ! Je l’ai depuis 1 ans et elle est toujours intact maigres de nombreuse chute , elle protège vraiment très bien . Elle tient très bien au téléphone et reste assez simple a d’éclipser Elle jauni un peut avec le temp mais comme toute l’es coque transparente donc se n’est pas dérangeant",Excellent,fr,wireless,satisfied
6027,4,Holds up ok and does a good job.,Works for what i bought it for,en,lawn_and_garden,satisfied
7202,3,Much larger than anticipated. The top is difficult to pull off. I really have to twist and get my fingernail in the crack to separate the top and bottom. The mist output is good and the variable times are nice. Glad it doesn’t beep when it turns off. I have other diffusers that I like better.,Large size,en,drugstore,satisfied
11152,2,I didn't like the look of the elastic waist band. The material also felt too thin to hold up over time.,They run small,en,sports,mixed
1574,5,"Après une vingtaine de serrage, je peux confirmer que c'est une clé dynamométrique de qualité. Je ne peux malheureusement pas mesurer la précision, mais au vu des différents serrages cela a l'air cohérent. Elle a également l'air de bonne facture. Attention tout de même pour les petits couples, le déclenchement de la clé est très faible, il faut serrer doucement pour le sentir. Je recommande à 100%",Très bon rapport qualité/prix,fr,home_improvement,satisfied
6189,5,Couldn't put it down. Kept my interest.,Good Read,en,digital_ebook_purchase,satisfied
8652,1,They have all stopped working. Terrible product,Terrible product,en,pc,non satisfied
8483,1,"This chair was good for a few months, then a small tear started and within months, there are two holes in the material with metal sticking out into my son's back. It's a real shame, he is small and his weight had no contribution to the poor quality of material. I am having a hard time finding out how to contact the manufacturer to request a replacement.",material quality does not last,en,sports,non satisfied
4933,3,Ne s’adapte pas à ma douche je vais donc le retourner.,Porte-savon,fr,home,mixed
601,4,Changement de bracelets suivant la saison. Bonne qualité et couleurs différentes,Bracelet silicone,fr,sports,satisfied
9030,1,"I do not recommend this soap dispenser. Cheap material, it ended up in the trash.",Useless,en,home,non satisfied
1484,4,Très bon état et pratique à utiliser Ils sont très solides et ne se déchirent pas facilement.je les rexommande vivement,Très bon produit,fr,industrial_supplies,satisfied
1454,5,Mon fils est très satisfait de cette manette. Il a connecté avec sa Nintendo switch et tout fonctionne parfaitement!!!,Produit parfait,fr,video_games,satisfied
7751,4,The only thing I really use out of this is the small bun and the Bobby pins. I don’t have much hair and what I do have is very thin. So the small one is perfect for me. I loveeee the Bobby pone that came with since they are stretched out and perfect for the bun.,The Bobby pins are perfect for the bun,en,beauty,satisfied
5119,3,"Très pratique ,rapport qualité prix parfait.",Bien,fr,baby_product,mixed
6213,4,"Considering where the series started and where we are at now, I'm just nervous we are ready to jump the shark. This last book has taken such a hard right that there is no tie to the original that made me fall in love with the characters.",I enjoy it but it just feels like we are ready to jump the shark,en,digital_ebook_purchase,satisfied
3051,2,Moyen pas.tres solide je ne pense pas qu il va tenir des années. Les branches sont trop souples il faut bien équilibrer le poids sinon .....,Etendage parapluie,fr,furniture,non satisfied
9849,1,This charger did not work at all! It came defective and so had to return right away.,Came defective!,en,pc,non satisfied
2525,1,"aucun son ne sort des écouteurs, très déçu pourtant commandé une bonne marque, je ne recommande pas ce produit dommage",pas de son,fr,electronics,non satisfied
135,5,Aspirateur très pratique quand je lime les ongles Déjà testé et j’aime beaucoup ça évite de respirer les poussières d’ongles Le coussin est confortable La ventilation fait un peu de bruit mais ce n’est pas gênant Fourni avec 2 sacs supplémentaires,Aspirateur de bonne qualité,fr,beauty,satisfied
1073,5,Pas utiliser pleut de trop ...a suivre,A voir,fr,lawn_and_garden,satisfied
1400,5,"Parfait, belle qualité, format idéal pour toute sorte de livre. BDs, romans... belle finition",Très belle qualité,fr,office_product,satisfied
2517,2,Je cherchais des aimants avec une force d'adhérence beaucoup plus puissante malheureusement cela n'est pas le cas,Pas assez puissant à mon goût,fr,office_product,non satisfied
9761,1,I used this for a long time and it never worked for me. I still have a lot of bumps on my upper arms,doesn't work,en,beauty,non satisfied
10596,2,"Purchased this product, I can confidently say its useless cheap quality product you will waste lot of water. For cheaper or same price there are better products available. Not sure how it got lot of 5 Stars !!!",Stay away from Purchasing !!!!,en,lawn_and_garden,mixed
4750,3,"Je savais en achetant cette coque, quelle ne serait pas d'une très bonne qualité. Mais cela fait l'affaire, elle durera ce quelle durera, c'était juste pour le fun.",bien ni plus ni moins,fr,home,mixed
9027,1,"Rod came damaged and late. I also purchased the Kodiak 5000 as well as couple spools of braided line. Overall, I’m disappointed the damaged rod was inserted into a non damaged box. Maybe because it was deal of the day ? Who knows, I would like a NEW M/H Spinning rod to pair with everything else I purchased. Not a return. Which is also anything con to returning items. Thanks...",Intentionally packed damage rod WTH,en,sports,non satisfied
2497,1,Colis toujours pas reçu hors la livraison était prévu entre le 3 et le 6 nous sommes déjà le 11 avril et toujours rien... Pas sérieux du tout,Commande,fr,personal_care_appliances,non satisfied
8395,1,"They are just as expected, great value",Merrill sandals,en,shoes,non satisfied
11720,2,"Used as a clear coat to fix my faded headlight issue. After sanding, and spraying the headlight lens, it looked great, until... the second coat when it 'spider-webbed' VERY badly. The can says to wait 5 min. between coats but the paint shop told me you really need to wait at least 20 min. between coats.","it looked great, until",en,home_improvement,mixed
8399,1,Never opened these and unable to return to seller. Have only had for 20 days.,Unable to return if you don’t need or use,en,home,non satisfied
2335,1,"Les 10 appareils ont été utilisés le jour de notre mariage, sur les tables des invités, un seul mot : fuyez! Ils sont beaux, mais de très mauvaise qualité, donc 100 euros de développement pour des photos noires, même en utilisant le flash. Une honte!",Au secours! Qualité horrible!,fr,camera,non satisfied
10504,2,"This is probably a personal preference, but I thought the fragrance was awful. I was looking forward to a nice, fresh citrusy scent, but this smelled totally manufactured. I hated it.",Really dislike the smell,en,beauty,mixed
11981,2,"For the watch part of the charger it’s okay and will work for the most part but the part to charge the iPhone forget it. Once you can even find the spot where it charges, it disconnects after a minute so you’re left with an Uncharged phone.",Not useful,en,wireless,mixed
9733,1,Was just a shade darker than a regular screen protector.,It would be more private to just turn your phone off.,en,wireless,non satisfied
2467,1,Je suis tres decu de ce vendeur jai jamais reçu mon produit !!! Je mets 1 étoile pck il est impossible d'en mettre 0,Ne recommznde pas,fr,home,non satisfied
6533,4,Meeting the needs of my job.,Four Stars,en,pc,satisfied
6476,3,I was disappointed the crown doesn't light up.They look like eggs unless you are close up. If the crown lit up they'd be awesome!,Solar pineapple set,en,lawn_and_garden,satisfied
9118,1,Too busy. Too much going on. Takes a lot of storage & will slow your tablet down. Better off to take a pretty picture and use that for your background.,Takes WAY too much storage,en,other,non satisfied
1526,4,arrivé en temps et en heure facile a utiliser et surtout grosse puissance aspiration pour un si petit aspirateur PETIT MAIS COSTAUD !!!!!!,PARFAIT,fr,home,satisfied
6878,3,"It is good enough for the price, considering that this kind of stuff is expensive. It might be more simple and elegant, not having those thick metal columns. Anyway, it is a good buy if you do not want to spend money. Easy to install and set.",Good enough but it could be more elegant.,en,furniture,satisfied
6658,4,This is a cute and funny toy my son and cat both like. He makes noise and wiggles. The only annoying thing is he came with a scratch on the face already.,Cute toy,en,toy,satisfied
856,4,"Table un peu lourde à transporter, la déplier demande des efforts mais elle est confortable. Usage peu fréquent mais néanmoins j'en suis satisfait à chaque utilisation.","Table un peu lourde à transporter, la déplier demande des efforts mais elle est confortable",fr,personal_care_appliances,satisfied
10308,2,My puppy did not play with it,Two Stars,en,pet_products,mixed
2231,1,Tige trop cassantes. Ne résiste pas longtemps. Dommage ! A quoi s'attendre à ce prix là ?,Mauvaise qualité.,fr,home_improvement,non satisfied
